"","epi_ctry","epi_subj","epi_demo_sex","epi_demo_age","epi_demo_edu","epi_demo_edu_8_TEXT","epi_demo_occ","epi_demo_pocc","epi_demo_ethn","epi_demo_chn_howl","epi_demo_vut_whis","epi_demo_whli","epi_demo_howl","epi_demo_thl_ses","epi_demo_rlgn","epi_demo_prel","epi_demo_chur","epi_demo_ubru","epi_demo_ses_num","epi_demo_ses_cat","epi_demo_howr_cat","epi_demo_howr_num","epi_demo_affr_num","epi_demo_tung_num","epi_demo_ytng_num","epi_demo_affr_cat","epi_demo_tung_cat","epi_demo_ytng_cat","epi_version","epi_recr","epi_wher","epi_whoc","epi_inlang","epi_charc"
"313","Ghana",40771,"Male",32,"Vocational school",NA,"Revenue Officer","Trading","Fante",NA,NA,"Cape Coast (Brofoyedru)","10",NA,"Christianity","Christianity","Methodist","Urban",1,"a little richer","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Ghana Revenue Authority Office","Doris and Esther","English","0"
"314","Ghana",40773,"Male",25,"Other graduate degree",NA,"Student","Mom: Revered Ministers","Akan",NA,NA,"North OLA","15",NA,"Christianity","Christianity","Methodist Church","Urban",0,"about the same","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Health Insurance","Doris and Esther","English","0"
"315","Ghana",40775,"Male",52,"Bachelors degree",NA,"Valuation officer","Mom: Nursery Attendant, Dad: Hospital Administrator","Ga",NA,NA,"Ayikaiko (Cape Coast)","3",NA,"Christianity","Christianity","Anglican","Urban",NA,NA,"neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","English","0"
"316","Ghana",40777,"Female",38,"Bachelors degree",NA,"Teacher","Mom: Trader, Dad: Conversative labourer","Dagati",NA,NA,"Siwdo Compound (Cape Coast)","31",NA,"Christianity","Christianity","Roman Catholic","Urban",1,"a little richer","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","0"
"317","Ghana",40800,"Female",46,NA,NA,"Trader","Mom: Trader, Dad: Pastor","Fante",NA,NA,"Cape Coast (Abease)","31",NA,"Christian","Christian","Miracle Family Int'l","Urban",1,"a little richer","neither agree nor disagree",0,0,0,0,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","1"
"318","Ghana",40779,"Male",56,NA,NA,"Valuation officer (Civil Servant)","Lauds Comission. Mom: Farmer, Dad: Teacher","Ewe",NA,NA,"Aboom (Cape Coast)","Missing Data",NA,"Christianity","Christianity","Roman Catholic","Rural",1,"a little richer","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","English","0"
"319","Ghana",40781,"Male",49,"No HS degree",NA,"Court Registrar","Mom: Trader / Farmer, Dad: Driver / Farmer","Nzema and Hausa",NA,NA,"Cape Coast (Court)","4",NA,"Muslim","Muslim","Missing Data","Rural",0,"about the same","strongly agree",2,NA,NA,NA,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","0"
"320","Ghana",40783,"Male",53,"No HS degree",NA,"Driving (Civil Servant)","Mom: Trader, Dad: Fishing and Farming","Ga",NA,NA,"4th [illegible]","14",NA,"Christianity","Christianity","CAC Int.","Urban",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","English","1"
"321","Ghana",40785,"Female",40,"Bachelors degree",NA,"Teaching","Mom: Traditional Birth Attender, Dad: Driver","Akan",NA,NA,"Abease (Cape Coast)","40",NA,"Christianity","Christianity","Methodist","Urban",1,"a little richer","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","English","0"
"322","Ghana",40787,"Female",53,"No HS degree",NA,"Trader","Mom: Trader, Dad: Civil Servant","Fante",NA,NA,"Cape Coast (Bakaano)","53",NA,"Christian","Christian","Methodist","Urban",0,"about the same","agree",1,0,0,0,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","0"
"323","Ghana",40789,"Male",52,"No HS degree",NA,"Store keeper / Sprayer","Mom: Trader, Dad: Carpenter","Fante",NA,NA,"Cape Coast (Abease)","52",NA,"Christian","Christian","Grace Evangelic","Rural",0,"about the same","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","0"
"324","Ghana",40791,"Female",53,"No HS degree",NA,"Cleaner in nursery school","Trader","Fante",NA,NA,"Kawaapaado (Cape Coast)","30",NA,"Christian","Christian","Methodist","Urban",0,"about the same","strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","0"
"325","Ghana",40793,"Male",41,NA,NA,"Electrician","Diseased","Fante",NA,NA,"Cape Coast (Jubilee Park)","41",NA,"Christian","Christian","Anglican","Urban",-1,"a little poorer","agree",1,0,0,0,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","0"
"326","Ghana",40802,"Male",62,NA,NA,"Former Insurance Agent","Both Deceased","Fante",NA,NA,"Nketekyire Cape Coast?","6",NA,"ICGC Cape Coast Branch, Christianity","Anglican Dioceses","ICGC","Rural",-1,"a little poorer","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","1"
"327","Ghana",40795,"Male",63,NA,NA,"Businessman","Mom: Farming, Dad: Farming","Asante",NA,NA,"Aboom (Cape Coast)","5",NA,"Christianity","Christianity","Assemblies of God","Rural",1,"a little richer","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","English","1"
"328","Ghana",40797,"Female",43,"No HS degree",NA,"Seamstress","Mom: Trader, Dad: Civil Servant","Fante",NA,NA,"Cape Coast (Buckman Ave)","43",NA,"Christian","Christians","Assemblies of God","Urban",1,"a little richer","strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","1"
"329","Ghana",40799,"Male",43,"Bachelors degree",NA,"Pastor","mom: Farmer / trader, Dad: Farmer","Fante",NA,NA,"Abease","1 month",NA,"Christianity","Christianity","Shadow of the Almight Ministry","Rural",2,"much richer","strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","1"
"330","Ghana",40801,"Male",52,"Bachelors degree",NA,"Technician (Civil Servant)","Public Servants","Ga",NA,NA,"Cape Coast","10",NA,"Christianity","Christianity","Assemblies of God","Urban",-1,"a little poorer","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","English","1"
"331","Ghana",40804,"Male",30,"Bachelors degree",NA,"Student","Mom: Seamstress, Dad: Farmer","Fante",NA,NA,"Esuakyir (Cape Coast)","10",NA,"Christianity","Christianity","Pentecost Church","Urban",1,"a little richer","strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","1"
"332","Ghana",40803,"Female",59,"Other graduate degree",NA,"Teaching","Farmers","Akan",NA,NA,"Mempeasem (Cape Coast)","2",NA,"Christianity","Christianity","Winners Chapel International","Urban",1,"a little richer","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","English","1"
"333","Ghana",40806,"Female",35,"Bachelors degree",NA,"Health Information Assistant","Mom: Retired Banker, Dad: Reverend Minister","Fante",NA,NA,"Anthem (Cape Coast)","10 months",NA,"Christianity","Christianity","ICGC","Urban",0,"about the same","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","1"
"334","Ghana",40805,"Male",38,"No HS degree",NA,"Security","Unemployed","Fante",NA,NA,"Cape Coast (Bakano)","8",NA,"Christianity","Christianity","ICGC","Urban",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Ghana Revenue Authority Office (GRA)","Doris and Esther","English","1"
"335","Ghana",40807,"Male",58,"Vocational school",NA,"Civil Servant (Evaluation officer)","Mom: Baker, Dad: Teacher","Fante, Ga",NA,NA,"Elmina","10",NA,"Christianity","Christianity","House of Worship (Divine)","Urban",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","English","0"
"336","Ghana",40808,"Male",36,"No HS degree",NA,"Mason","Mom: Herbalist, Dad: Saw-Doctor","Fante",NA,NA,"Ankaful","2",NA,"(Christianity) Dad. Muslim","Fetish Priest","Assemblies of God","Urban",1,"a little richer","strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","1"
"337","Ghana",40809,"Female",23,NA,NA,"Seamstress","Mom: Trader, Dad: Missing Data","Fante",NA,NA,"Kakumdo","23",NA,"Christianity","Christianity","Light of Christ Chapel International","Urban",1,"a little richer","strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","0"
"338","Ghana",40810,"Female",30,"Other graduate degree",NA,"Civil Servant (Human Resource Manager)","Mom: Nurse, Dad: Manager","Akuapem",NA,NA,"Cape Coast (Esuakyir)","1",NA,"Christianity","Christianity","University Interdenominational Church","Urban",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","English","1"
"339","Ghana",40812,"Female",64,NA,NA,"Assistant Chemist / Chemical","Mom:Trader, Dad: Transport Owner","Fante",NA,NA,"Amisanno","1 month",NA,"Christianity","Christianity","mdata","Urban",1,"a little richer","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","English","1"
"340","Ghana",40814,"Female",49,NA,NA,"Trader","Mom: Trader, Dad: Farmer","Akim/Komoa",NA,NA,"Akafoa","16",NA,"Christianity","Christianity","Pentecost","Rural",1,"a little richer","strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","1"
"341","Ghana",40816,"Female",52,"No HS degree",NA,"Trader","Mom: Trader, Dad: mdata","Akan",NA,NA,"Abura","2",NA,"Christianity","Christianity","Assemblies of God","Urban",2,"much richer","strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","1"
"342","Ghana",40811,"Female",41,"No HS degree",NA,"Seamstress","Mom: Trader, Dad: Teaching","Fante",NA,NA,"Abease (Cape Coast)","4",NA,"Christianity","Christianity","Pentecost","Rural",1,"a little richer","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","1"
"343","Ghana",40813,"Female",29,"Some college",NA,"Nurse","Mom: Traders, Dad: Welder","Fante",NA,NA,"Kakumdo","8",NA,"Christianity","Christianity","Christ Life Center","Urban",2,"much richer","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","1"
"344","Ghana",40815,"Female",38,NA,NA,"Trader","Mom: Trader, Dad: Civil Servant","Fante",NA,NA,"Atem (Cape Coast)","14",NA,"Christianity","Christianity","Pentecost","Urban",0,"about the same","strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","At a shop","Doris and Esther","Missing Data","1"
"345","Ghana",40817,"Female",47,"No HS degree",NA,"Trader","Retired Civil Servants","Akan",NA,NA,"Pedu","2",NA,"Christianity","Christianity","Christ Alive Deliverance Chapel","Urban",1,"a little richer","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","At a Shop Pepertual Asmah","Doris and Esther","Missing Data","1"
"346","Ghana",40819,"Female",48,"No HS degree",NA,"Trader","Mom: Trader, Dad: Manson","Fante",NA,NA,"Abura","40",NA,"Christianity","Missing Data","Assemblies of God","Urban",2,"much richer","strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","Market / Shops","Doris and Esther","Missing Data","1"
"347","Ghana",40821,"Female",59,"No HS degree",NA,"Trader","Mom: Trader, Dad: Carpenter","Fante",NA,NA,"Pedu","8",NA,"Christianity","Christianity","House of Faith","Rural",-1,"a little poorer","agree",1,0,0,0,NA,NA,NA,2,"Face to face","Market / Shops","Doris and Esther","Missing Data","0"
"348","Ghana",40823,"Female",29,"Bachelors degree",NA,"Cashier","Mom: Seamstress, Dad: Marine Driver","Akan (Fanti)",NA,NA,"Bakaano","10",NA,"Christianity","Christianity","Calvary Charismatic Center","Rural",1,"a little richer","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","English","1"
"349","Ghana",40825,"Male",62,"Bachelors degree",NA,"School propietor","Mom: Nurse, Dad: Medical Doctor","Akan (Akuapem)",NA,NA,"Ankaful","25",NA,"Christianity","Christianity","Deep-Life","Urban",1,"a little richer","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","English","0"
"350","Ghana",40827,"Female",35,"Bachelors degree",NA,"Nurse","Traders","Akan",NA,NA,"Cape Coast","7",NA,"Christianity","Christianity","Assemblies of God","Urban",1,"a little richer","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","1"
"351","Ghana",40829,"Female",24,"Bachelors degree",NA,"National Service Personnel","Mom: Trader, Dad: Circuit Supervisor of GES","Ga",NA,NA,"UCC (Cape Coast)","8 months",NA,"Christianity","Christianity","Light House Chapel International","Rural",1,"a little richer","strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","In our office / Apartment","Doris and Esther","Missing Data","1"
"352","Ghana",40831,"Male",34,"No HS degree",NA,"Driver","Trader / Retired","Fante",NA,NA,"Abura","3",NA,"Christianity","Christianity","Revived Holy Spirit Fire Ministry","Rural",0,"about the same","strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","1"
"353","Ghana",40833,"Male",33,NA,NA,"Sales Executive","Traders","Fante",NA,NA,"Amisano (Cape Coast)","3",NA,"Christianity","Christianity","Liberation Chapel International","Urban",1,"a little richer","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","1"
"354","Ghana",40835,"Female",30,"Bachelors degree",NA,"Data Operator (Health Insurance)","Mom: Nurse, Dad: GPRT Chairman","Fante",NA,NA,"Ajumako","20",NA,"Christianity","Christianity","Pentecost","Rural",2,"much richer","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","1"
"355","Ghana",40837,"Male",26,"Vocational school",NA,"National Service Personnel","Trader","Fante",NA,NA,"Ashanti Road (Cape Coast)","1",NA,"Christian","Christian","Church of Pentecost","Urban",1,"a little richer","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","1"
"356","Ghana",40839,"Female",51,"Other graduate degree",NA,"Pastor","Farming","Ewe",NA,NA,"Cape Coast","12",NA,"Christianity","Christianity","Assemblies of God",NA,1,"a little richer","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","1"
"357","Ghana",40818,"Female",45,"No HS degree",NA,"Reverend Minister","Civil Servants","Akan",NA,NA,"Pedu","45",NA,"Christianity","Christianity","Christ Alive Deliverance Chapel","Urban",1,"a little richer","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","At a shop","Doris and Esther","Missing Data","1"
"358","Ghana",40820,"Female",45,NA,NA,"Banker","Business","Fante",NA,NA,"Abura","45",NA,"Christianity","Christianity","Victory Bible Church","Urban",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Market/Shops","Doris and Esther","Missing Data","1"
"359","Ghana",40822,"Female",32,"Vocational school",NA,"Beautician","Mom: Trader, Dad: Regional Director (Ghana Telecom)","Guan/Fante",NA,NA,"Pedu (Cape Coast)","28",NA,"Christianity","Christianity","Breakthrough Family Chapel","Urban",1,"a little richer","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Market/Shops","Doris and Esther","Missing Data","1"
"360","Ghana",40824,"Male",26,NA,NA,"Businessman","Mom: Trader, Dad: Miner","Fante",NA,NA,"Idan (Cape Coast)","20",NA,"Christianity","Christianity","Pentecost International Worship Center","Urban",2,"much richer","strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","1"
"361","Ghana",40826,"Female",23,"No HS degree",NA,"Seamstress","Mom: Food Vendor, Dad: Teacher","Fante",NA,NA,"Esuakyer (Cape Coast)","2",NA,"Christianity","Christianity","Christian Divine Church","Rural",1,"a little richer","strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","0"
"362","Ghana",40828,"Female",22,"No HS degree",NA,"I sell meat pie","Traders","Fante/Dagomba",NA,NA,"Emissekyir (Cape Coast)","2",NA,"Christianity","Mom: Christian, Dad: Muslim","Power Embassy","Urban",-1,"a little poorer","strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","1"
"363","Ghana",40830,"Female",31,"Bachelors degree",NA,"Administrative assistance","Seamstress / Driver","Akan",NA,NA,"Cape Coast","1",NA,"Christianity","Christianity","United Pentecostal Church","Urban",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","1"
"364","Ghana",40832,"Male",20,NA,NA,"Store Keeper","Carpenter","Fante",NA,NA,"Cape Coast","2",NA,"Christianity","Christianity","Assemblies of God","Rural",0,"about the same","agree",1,0,0,0,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","1"
"365","Ghana",40834,"Female",30,"Vocational school",NA,"Banker","Baker/Educationist","Fante",NA,NA,"Kotokurba (Cape Coast)","8 months",NA,"Christianity","Christianity","ICGC","Rural",1,"a little richer","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","1"
"366","Ghana",40836,"Female",28,NA,NA,"Health Insurance Officer","Retired","Ewe",NA,NA,"Anthem (Cape Coast)","3",NA,"Christianity","Christianity","Spoken Word","Urban",2,"much richer","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","0"
"367","Ghana",40838,"Male",30,NA,NA,"Church administrator","Pastor/Auditor","Akan",NA,NA,"Cape Coast (Mpeasem)","6",NA,"Christian","Christian","Assemblies of God","Rural",1,"a little richer","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","1"
"368","Ghana",40730,"Female",18,NA,NA,"SH.S graduate","Trading","Akan",NA,NA,"Abura (Cape Coast)","18",NA,"Christianity","Christianity","Assemblies of God","Rural",0,"about the same","strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","1"
"369","Ghana",40756,"Female",37,"No HS degree",NA,"Trader","Mom: Trader, Dad: City Guard","Denkyira",NA,NA,"Junkwa Koforidua","37",NA,"Muslim","Mom: Christian, Dad: Muslim","Ahamadiya","Rural",1,"a little richer","strongly agree",2,0,0,0,NA,NA,NA,2,"Face to face","Main insurance offices","Doris and Esther","Missing Data","0"
